id,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,Predicted_Category
911,L Croospulle,2022-2024,15,312,22.28,130.54,30,8,2022,2024,3,Inexperienced - Potential Anchor
912,B Lee,2007-2015,97,312,12.0,128.92,20,19,2007,2015,9,Finisher
913,C Madan,2009-2013,20,311,23.92,110.28,30,6,2009,2013,5,Finisher
914,UT Yadav,2009-2024,185,311,10.72,121.96,21,19,2009,2024,16,Anchor
915,H Chawla,2013-2016,23,310,18.23,140.9,29,10,2013,2016,4,Finisher
916,Samarth Seth,2019-2024,14,309,25.75,108.04,37,6,2019,2024,6,Finisher
917,PJ Bhati,2013-2018,15,308,34.22,127.8,29,10,2013,2018,6,Finisher
918,N McAndrew,2016-2025,68,308,14.0,149.51,29,11,2016,2025,10,Finisher
919,Mohammad Amir,2009-2025,205,308,7.51,108.45,27,12,2009,2025,17,Anchor
920,AN Petersen,2010-2013,14,308,28.0,135.68,35,7,2010,2013,4,Inexperienced - Potential Anchor
921,JD Wildermuth,2016-2022,54,307,10.58,118.07,11,17,2016,2022,7,Inexperienced - Potential Power Hitter
922,NJ O'Brien,2009-2016,23,306,19.12,105.15,21,6,2009,2016,8,Inexperienced - Potential Anchor
923,MG Erasmus,2021-2024,15,305,23.46,102.69,24,6,2021,2024,4,Finisher
924,SS Kumar,2009-2019,23,305,27.72,164.86,24,16,2009,2019,11,Finisher
925,AV Rajput,2021-2024,23,305,20.33,136.16,26,17,2021,2024,4,Finisher
926,G Upadhyaya,2007-2014,19,305,20.33,128.69,19,19,2007,2014,8,Finisher
927,D Potgieter,2023-2025,29,304,30.4,145.45,22,17,2023,2025,3,Finisher
928,JA Richardson,2016-2025,79,304,13.81,114.71,20,12,2016,2025,10,Finisher
929,H Masakadza,2007-2016,19,303,15.94,104.12,31,5,2007,2016,10,Inexperienced - Potential Anchor
930,AA Sheth,2015-2024,63,303,23.3,127.84,25,12,2015,2024,10,Finisher
931,Ashutosh Singh,2016-2024,17,302,18.87,111.02,23,8,2016,2024,9,Inexperienced - Potential Anchor
932,Manender Singh,2016-2021,23,302,13.72,111.43,23,13,2016,2021,6,Inexperienced - Potential Anchor
933,Younis Khan,2007-2009,15,302,27.45,121.77,21,8,2007,2009,3,Inexperienced - Potential Anchor
934,Mayank Raghav,2019-2019,6,301,60.2,143.33,33,14,2019,2019,1,Inexperienced - Potential Power Hitter
935,SA Rawat,2017-2021,21,301,17.7,113.15,20,11,2017,2021,5,Inexperienced - Potential Anchor
936,JA Rudolph,2012-2013,14,300,33.33,112.35,31,5,2012,2013,2,Inexperienced - Potential Anchor
937,AR Rohera,2023-2024,9,299,33.22,135.9,31,11,2023,2024,2,Inexperienced - Potential Anchor
938,UR Patel,2010-2017,25,298,21.28,112.03,20,6,2010,2017,8,Finisher
939,AWJ Auguste,2022-2025,22,297,22.84,130.83,29,10,2022,2025,4,Finisher
940,AA Bhandari,2010-2019,45,297,11.42,110.0,18,12,2010,2019,10,Inexperienced - Potential Power Hitter
941,P Chandila,2016-2022,25,297,19.8,111.23,27,9,2016,2022,7,Finisher
942,D Himganekar,2017-2024,40,297,18.56,137.5,27,10,2017,2024,8,Finisher
943,JD Desai,2007-2014,19,294,22.61,119.02,18,11,2007,2014,8,Finisher
944,A Sahani,2019-2022,29,294,12.78,102.43,22,11,2019,2022,4,Inexperienced - Potential Anchor
945,HT Tector,2021-2024,24,293,15.42,97.34,21,7,2021,2024,4,Inexperienced - Potential Anchor
946,RGL Carters,2010-2016,31,292,15.36,101.03,16,6,2010,2016,7,Inexperienced - Potential Anchor
947,MW Hill,2013-2016,12,292,26.54,121.66,24,9,2013,2016,4,Inexperienced - Potential Anchor
948,J Overton,2023-2025,21,291,72.75,153.15,17,15,2023,2025,3,Balanced Player
949,BS Pati,2007-2016,21,291,13.85,97.65,30,3,2007,2016,10,Inexperienced - Potential Power Hitter
950,K Rabada,2016-2025,134,291,11.64,105.81,23,11,2016,2025,10,Finisher
951,Saad Nasim,2014-2018,14,290,24.16,130.04,26,8,2014,2018,5,Finisher
952,SS Sharma,2021-2023,17,290,19.33,106.61,33,4,2021,2023,3,Inexperienced - Potential Anchor
953,Usman Ghani,2016-2023,13,290,26.36,110.26,24,11,2016,2023,8,Finisher
954,PP Jaswal,2014-2023,60,289,11.56,181.76,14,26,2014,2023,10,Finisher
955,PP Singh,2019-2023,24,289,16.05,80.27,25,8,2019,2023,5,Inexperienced - Potential Anchor
956,Taskin Ahmed,2013-2025,120,288,8.0,95.04,22,10,2013,2025,13,Inexperienced - Potential Power Hitter
957,Asghar Afghan,2010-2021,16,287,22.07,103.61,13,13,2010,2021,12,Finisher
958,Abhishek Goswami,2021-2023,12,286,23.83,116.73,32,9,2021,2023,3,Inexperienced - Potential Anchor
959,AB Agarkar,2007-2013,61,286,14.3,125.43,23,8,2007,2013,7,Inexperienced - Potential Anchor
960,IA Cockbain,2022-2022,9,286,40.85,138.83,24,10,2022,2022,1,Inexperienced - Potential Anchor
961,Parameeswaran S,2022-2024,16,286,23.83,106.71,19,11,2022,2024,3,Inexperienced - Potential Anchor
962,IR Bell,2016-2019,11,285,35.62,125.0,25,6,2016,2019,4,Inexperienced - Potential Anchor
963,V Devendran,2007-2007,10,285,31.66,136.36,32,14,2007,2007,1,Inexperienced - Potential Anchor
964,RJ Gibson,2016-2023,29,285,15.0,104.77,23,5,2016,2023,8,Inexperienced - Potential Anchor
965,J Andrew,2024-2025,15,284,23.66,112.25,26,10,2024,2025,2,Inexperienced - Potential Anchor
966,Muktar Ali,2012-2023,48,284,20.28,103.64,17,13,2012,2023,12,Finisher
967,Kishan Lyngdoh,2021-2022,10,283,35.37,124.12,35,6,2021,2022,2,Inexperienced - Potential Anchor
968,Anureet Singh,2009-2021,71,282,15.66,108.88,20,15,2009,2021,13,Finisher
969,SR Hain,2023-2025,19,282,21.69,113.25,19,7,2023,2025,3,Inexperienced - Potential Anchor
970,DLR Smith,2009-2014,31,282,11.75,98.94,32,5,2009,2014,6,Inexperienced - Potential Anchor
971,RTM Mendis,2020-2024,30,280,23.33,151.35,20,13,2020,2024,5,Finisher
972,Tayyab Tahir,2023-2025,14,280,31.11,145.07,30,9,2023,2025,3,Inexperienced - Potential Anchor
973,NL McCullum,2007-2016,46,279,12.68,117.22,20,9,2007,2016,10,Inexperienced - Potential Anchor
974,Abid Nabi,2007-2017,25,278,12.08,130.51,22,14,2007,2017,11,Inexperienced - Potential Anchor
975,TC Bruce,2024-2024,9,278,46.33,128.11,22,11,2024,2024,1,Inexperienced - Potential Anchor
976,S Nadeem,2007-2023,150,278,7.72,89.38,18,7,2007,2023,17,Finisher
977,JB Ozukum,2021-2024,21,278,17.37,109.88,34,7,2021,2024,4,Inexperienced - Potential Anchor
978,RR Das,2007-2010,15,277,19.78,128.83,29,5,2007,2010,4,Inexperienced - Potential Anchor
979,LSM Keishangbam,2021-2023,19,276,18.4,77.52,16,2,2021,2023,3,Inexperienced - Potential Anchor
980,MF Maharoof,2007-2014,31,276,17.25,124.32,16,13,2007,2014,8,Inexperienced - Potential Anchor
981,Samiullah Shinwari,2010-2025,29,276,13.8,116.94,25,8,2010,2025,16,Finisher
982,Dhruv Singh,2007-2013,25,275,21.15,100.36,23,2,2007,2013,7,Finisher
983,AS Naidu,2007-2011,14,275,21.15,107.84,25,4,2007,2011,5,Inexperienced - Potential Anchor
984,A Rana,2010-2022,22,275,14.47,97.86,31,7,2010,2022,13,Inexperienced - Potential Power Hitter
985,SD Jogiyani,2007-2015,19,273,16.05,97.15,38,3,2007,2015,9,Inexperienced - Potential Anchor
986,BB Lather,2021-2024,24,273,24.81,125.8,19,18,2021,2024,4,Finisher
987,JM Kemp,2007-2014,22,272,38.85,124.2,15,14,2007,2014,8,Finisher
988,SB Wagh,2007-2021,63,272,14.31,98.19,16,7,2007,2021,15,Finisher
989,HH Zhimomi,2019-2024,32,272,13.6,85.0,20,6,2019,2024,6,Inexperienced - Potential Anchor
990,Al-Amin,2015-2023,29,270,13.5,112.03,25,8,2015,2023,9,Inexperienced - Potential Anchor
991,Munim Shahriar,2022-2025,14,270,20.76,122.72,27,14,2022,2025,4,Finisher
992,MD Rahmatullah,2019-2021,16,270,22.5,121.07,16,14,2019,2021,3,Inexperienced - Potential Anchor
993,Sachin K Singh,2021-2024,24,270,16.87,111.57,28,4,2021,2024,4,Inexperienced - Potential Anchor
994,DR Behera,2009-2017,39,269,13.45,122.27,23,9,2009,2017,9,Inexperienced - Potential Anchor
995,PK Kumar,2021-2024,19,269,20.69,132.51,12,18,2021,2024,4,Finisher
996,M Sidhana,2009-2016,22,269,16.81,104.66,24,2,2009,2016,8,Inexperienced - Potential Anchor
997,V Dhankhar,2023-2024,12,268,22.33,128.84,26,13,2023,2024,2,Inexperienced - Potential Anchor
998,Nitin Sharma,2019-2022,24,267,15.7,134.17,18,13,2019,2022,4,Inexperienced - Potential Anchor
999,MG Patel,2019-2024,17,267,20.53,124.18,26,8,2019,2024,6,Finisher
1000,TS Rogers,2017-2025,61,267,19.07,117.1,17,11,2017,2025,9,Finisher
1001,TP Singh,2007-2011,17,267,15.7,107.66,24,4,2007,2011,5,Inexperienced - Potential Anchor
1002,S Chaubey,2016-2023,25,265,14.72,114.22,14,12,2016,2023,8,Inexperienced - Potential Anchor
1003,MG Johnson,2007-2018,95,265,13.94,110.41,20,9,2007,2018,12,Finisher
1004,VM Sai,2007-2013,19,265,14.72,92.65,27,4,2007,2013,7,Inexperienced - Potential Anchor
1005,V Suryavanshi,2024-2025,8,265,33.12,207.03,18,26,2024,2025,2,Inexperienced - Potential Power Hitter
1006,S Abbas Ali,2007-2013,19,264,15.52,100.76,25,10,2007,2013,7,Inexperienced - Potential Anchor
1007,Darwish Rasooli,2019-2025,14,264,22.0,120.54,18,11,2019,2025,7,Finisher
1008,Aman Hakim Khan,2021-2023,25,263,15.47,136.26,22,15,2021,2023,3,Inexperienced - Potential Anchor
1009,AN Ghosh,2007-2018,20,263,18.78,100.0,20,2,2007,2018,12,Finisher
1010,N Lamichaney,2019-2024,30,263,11.43,70.69,25,1,2019,2024,6,Inexperienced - Potential Power Hitter
1011,JG Bethell,2024-2025,10,262,26.2,134.35,24,12,2024,2025,2,Inexperienced - Potential Anchor
1012,PJ Sangwan,2007-2023,102,262,11.9,108.26,26,7,2007,2023,17,Finisher
1013,Natraj Behera,2007-2014,16,261,17.4,105.66,26,5,2007,2014,8,Inexperienced - Potential Anchor
1014,RS Ricky,2007-2007,10,261,32.62,110.59,26,4,2007,2007,1,Inexperienced - Potential Anchor
1015,Lalhmangaiha,2019-2022,21,260,13.68,73.44,35,3,2019,2022,4,Inexperienced - Potential Anchor
1016,A Lyth,2012-2023,19,260,14.44,115.55,25,9,2012,2023,12,Inexperienced - Potential Anchor
1017,Mirza Baig,2023-2024,12,260,21.66,123.22,30,10,2023,2024,2,Inexperienced - Potential Anchor
1018,T Bavuma,2013-2024,18,259,18.5,111.15,19,7,2013,2024,12,Finisher
1019,SS Mondal,2011-2016,23,259,19.92,111.15,23,5,2011,2016,6,Inexperienced - Potential Anchor
1020,S Narwal,2009-2014,32,259,19.92,158.89,19,14,2009,2014,6,Finisher
1021,P Tamang,2019-2024,41,259,7.19,67.09,28,4,2019,2024,6,Inexperienced - Potential Power Hitter
1022,S van Zyl,2009-2020,16,259,21.58,119.35,16,9,2009,2020,12,Finisher
1023,GC Viljoen,2013-2025,42,259,13.63,114.09,18,13,2013,2025,13,Finisher
1024,YJ Nahar,2019-2022,17,259,17.26,115.62,24,11,2019,2022,4,Inexperienced - Potential Anchor
1025,HP Agarwal,2016-2021,20,258,14.33,95.91,13,10,2016,2021,6,Inexperienced - Potential Anchor
1026,Varun Sood,2013-2021,30,258,25.8,108.4,18,10,2013,2021,9,Finisher
1027,K Alleyne,2021-2025,23,257,15.11,132.47,18,15,2021,2025,5,Inexperienced - Potential Anchor
1028,JJ Cobb,2011-2016,20,257,16.06,126.6,19,14,2011,2016,6,Inexperienced - Potential Anchor
1029,Mohammad Wasim (1),2021-2025,69,257,10.7,119.53,20,14,2021,2025,5,Inexperienced - Potential Anchor
1030,Bharat Sharma,2021-2024,11,256,25.6,145.45,29,13,2021,2024,4,Inexperienced - Potential Anchor
1031,Ankur Malik,2022-2024,20,255,23.18,88.23,25,5,2022,2024,3,Inexperienced - Potential Anchor
1032,AV Kolhar,2013-2019,14,255,21.25,113.83,32,1,2013,2019,7,Finisher
1033,SZ Mulani,2018-2024,51,255,15.0,123.78,26,6,2018,2024,7,Inexperienced - Potential Anchor
1034,Saif Badar,2018-2025,24,255,19.61,122.0,16,14,2018,2025,8,Finisher
1035,GSNFG Jayasuriya,2013-2024,20,254,15.87,94.42,20,8,2013,2024,12,Inexperienced - Potential Power Hitter
1036,K Kushagra,2021-2024,22,254,14.94,125.12,12,15,2021,2024,4,Inexperienced - Potential Anchor
1037,KS Rathore,2022-2025,13,254,31.75,134.39,19,9,2022,2025,4,Inexperienced - Potential Anchor
1038,S Rupero,2019-2024,27,254,12.09,69.78,22,3,2019,2024,6,Inexperienced - Potential Power Hitter
1039,Jyotsnil Singh,2022-2023,11,253,23.0,126.5,28,8,2022,2023,2,Inexperienced - Potential Anchor
1040,WTS Porterfield,2009-2016,15,253,21.08,104.97,25,5,2009,2016,8,Finisher
1041,Ashar Zaidi,2015-2016,17,252,28.0,121.73,20,10,2015,2016,2,Inexperienced - Potential Anchor
1042,RM Fernandez,2010-2013,15,252,31.5,92.98,16,4,2010,2013,4,Inexperienced - Potential Anchor
1043,Muhammad Waseem,2022-2024,10,252,28.0,124.13,15,14,2022,2024,3,Inexperienced - Potential Anchor
1044,K Sumanth,2016-2021,26,252,12.6,110.52,17,4,2016,2021,6,Inexperienced - Potential Anchor
1045,J Avendano,2019-2022,19,251,14.76,112.55,17,14,2019,2022,4,Inexperienced - Potential Anchor
1046,HR Barad,2013-2021,24,251,13.94,107.72,20,8,2013,2021,9,Inexperienced - Potential Anchor
1047,Kuldeep Yadav,2014-2025,140,251,13.94,89.64,23,3,2014,2025,12,Anchor
1048,Adil Reshi,2011-2019,19,250,13.15,100.4,26,7,2011,2019,9,Inexperienced - Potential Power Hitter
1049,M Kaushik,2019-2024,14,250,19.23,97.65,30,8,2019,2024,6,Inexperienced - Potential Anchor
1050,J Liyanage,2021-2024,16,250,19.23,124.37,24,6,2021,2024,4,Inexperienced - Potential Anchor
1051,AA Nandi,2010-2021,39,250,19.23,123.15,25,8,2010,2021,12,Finisher
1052,PI Walter,2023-2025,22,250,16.66,127.55,26,8,2023,2025,3,Inexperienced - Potential Anchor
1053,TT Bresnan,2010-2018,33,249,24.9,138.33,22,10,2010,2018,9,Finisher
1054,B Sumanth,2007-2015,19,249,27.66,122.66,15,7,2007,2015,9,Finisher
1055,CN Ackermann,2021-2024,16,248,16.53,103.76,18,6,2021,2024,4,Inexperienced - Potential Anchor
1056,AU Rashid,2009-2024,70,247,20.58,125.38,25,6,2009,2024,16,Anchor
1057,KV Siddharth,2019-2024,15,246,27.33,131.55,23,9,2019,2024,6,Finisher
1058,SK Wath,2017-2022,18,246,13.66,107.89,32,5,2017,2022,6,Inexperienced - Potential Anchor
1059,Amit Kumar,2013-2021,26,245,11.66,97.6,24,5,2013,2021,9,Inexperienced - Potential Power Hitter
1060,HM Patel,2019-2024,20,245,30.62,130.31,19,12,2019,2024,6,Finisher
1061,Ravikant Shukla,2007-2013,15,245,17.5,107.45,19,7,2007,2013,7,Inexperienced - Potential Anchor
1062,A Gaud,2021-2024,14,244,17.42,119.02,22,12,2021,2024,4,Inexperienced - Potential Anchor
1063,SM Jain,2016-2024,18,244,16.26,115.09,19,9,2016,2024,9,Inexperienced - Potential Anchor
1064,Neelam Obi,2019-2023,22,244,11.09,66.3,29,4,2019,2023,5,Inexperienced - Potential Power Hitter
1065,R Chouhan,2019-2023,21,243,16.2,119.7,18,9,2019,2023,5,Inexperienced - Potential Anchor
1066,Shayan Jahangir,2020-2025,15,243,17.35,120.89,20,13,2020,2025,6,Inexperienced - Potential Anchor
1067,Sohag Gazi,2012-2025,73,243,10.56,98.38,18,7,2012,2025,14,Inexperienced - Potential Power Hitter
1068,RR Biswa,2019-2022,20,242,12.1,88.64,32,5,2019,2022,4,Inexperienced - Potential Anchor
1069,DAS Gunaratne,2019-2023,17,242,22.0,123.46,22,5,2019,2023,5,Finisher
1070,Lalhruaizela,2019-2023,28,242,11.52,58.03,14,4,2019,2023,5,Inexperienced - Potential Power Hitter
1071,Shahadat Hossain (3),2024-2025,14,242,24.2,105.21,24,6,2024,2025,2,Inexperienced - Potential Anchor
1072,AN Ahmed,2007-2021,80,241,8.6,111.57,14,11,2007,2021,15,Inexperienced - Potential Power Hitter
1073,Anshuman Rath,2016-2022,13,241,21.9,91.28,21,1,2016,2022,7,Inexperienced - Potential Anchor
1074,DG Bedingham,2025-2025,13,241,20.08,119.9,28,2,2025,2025,1,Inexperienced - Potential Anchor
1075,MJ Clarke,2007-2012,22,241,13.38,93.77,22,1,2007,2012,6,Inexperienced - Potential Anchor
1076,SR Lumba,2014-2025,22,240,15.0,104.8,8,14,2014,2025,12,Inexperienced - Potential Power Hitter
1077,A Mhatre,2025-2025,7,240,34.28,188.97,31,11,2025,2025,1,Inexperienced - Potential Power Hitter
1078,DG Pathania,2017-2022,40,240,20.0,131.14,15,12,2017,2022,6,Finisher
1079,SK Springer,2016-2025,34,240,15.0,103.44,13,10,2016,2025,10,Inexperienced - Potential Power Hitter
1080,Tahir Khan,2007-2013,14,240,17.14,97.95,28,1,2007,2013,7,Inexperienced - Potential Anchor
1081,T Ravi Teja,2017-2024,42,239,9.95,107.17,18,7,2017,2024,8,Inexperienced - Potential Power Hitter
1082,AJ Nair,2016-2022,35,238,19.83,118.4,14,7,2016,2022,7,Finisher
1083,DW Lawrence,2020-2025,12,237,21.54,128.8,24,8,2020,2025,6,Finisher
1084,DT Patil,2007-2010,14,237,18.23,113.94,29,2,2007,2010,4,Inexperienced - Potential Anchor
1085,Hardeep Singh,2007-2014,15,236,16.85,95.93,19,4,2007,2014,8,Inexperienced - Potential Anchor
1086,Nadif Chowdhury,2007-2022,34,236,11.8,99.15,10,11,2007,2022,16,Inexperienced - Potential Power Hitter
1087,AU Verma,2024-2025,15,236,23.6,165.03,12,20,2024,2025,2,Inexperienced - Potential Anchor
1088,J Lalthankhuma,2021-2024,25,235,11.75,75.32,16,2,2021,2024,4,Inexperienced - Potential Power Hitter
1089,SH Marathe,2010-2014,8,235,33.57,134.28,27,6,2010,2014,5,Inexperienced - Potential Anchor
1090,ST Paul,2022-2024,11,235,23.5,142.42,20,13,2022,2024,3,Inexperienced - Potential Anchor
1091,GB Gaikwad,2009-2013,18,234,21.27,112.5,16,6,2009,2013,5,Inexperienced - Potential Anchor
1092,Mujeeb Ur Rahman,2017-2025,153,234,8.06,102.63,18,9,2017,2025,9,Finisher
1093,RR Rathod,2019-2023,16,234,23.4,126.48,14,10,2019,2023,5,Finisher
1094,Abu Hider,2015-2025,76,233,12.94,116.5,16,13,2015,2025,11,Finisher
1095,S Sriram,2007-2011,15,233,21.18,99.57,16,2,2007,2011,5,Inexperienced - Potential Anchor
1096,RD Chahar,2017-2025,122,232,9.66,103.57,21,7,2017,2025,9,Finisher
1097,GD Elliott,2016-2017,27,232,13.64,106.91,14,7,2016,2017,2,Inexperienced - Potential Anchor
1098,Arafat Sunny,2012-2025,106,231,12.83,84.0,15,4,2012,2025,14,Finisher
1099,S Sanyal,2007-2014,23,231,33.0,129.05,22,4,2007,2014,8,Finisher
1100,R McLaren,2009-2013,23,230,25.55,96.63,23,2,2009,2013,5,Finisher
1101,P Girinath Reddy,2016-2022,22,228,19.0,135.71,12,14,2016,2022,7,Finisher
1102,Haris Sohail,2012-2019,13,228,22.8,89.76,20,4,2012,2019,8,Finisher
1103,WA Mota,2007-2010,21,228,15.2,91.56,19,3,2007,2010,4,Inexperienced - Potential Anchor
1104,Akbar Ali,2022-2025,27,227,17.46,118.22,18,11,2022,2025,4,Inexperienced - Potential Anchor
1105,MH Cross,2016-2024,18,227,16.21,93.8,16,7,2016,2024,9,Inexperienced - Potential Anchor
1106,SL Malinga,2007-2019,195,226,9.04,107.61,15,14,2007,2019,13,Anchor
1107,D Mongia,2007-2007,10,226,25.11,118.32,23,3,2007,2007,1,Inexperienced - Potential Power Hitter
1108,Parvinder Singh,2007-2011,10,226,28.25,120.85,21,1,2007,2011,5,Inexperienced - Potential Anchor
1109,AL Phehlukwayo,2014-2025,22,226,17.38,123.49,22,9,2014,2025,12,Finisher
1110,ST Suwalka,2014-2016,14,226,16.14,97.83,37,0,2014,2016,3,Inexperienced - Potential Anchor
1111,Zeeshan Ashraf,2020-2022,16,226,16.14,125.55,26,7,2020,2022,3,Inexperienced - Potential Anchor
1112,SJ Desai,2021-2024,15,225,20.45,111.94,13,9,2021,2024,4,Inexperienced - Potential Anchor
1113,I Khaleel,2007-2018,19,225,16.07,119.04,20,3,2007,2018,12,Inexperienced - Potential Anchor
1114,SG Rawat,2021-2024,7,225,32.14,153.06,19,11,2021,2024,4,Inexperienced - Potential Anchor
1115,J Anderson,2023-2024,14,224,16.0,86.48,26,2,2023,2024,2,Inexperienced - Potential Anchor
1116,CK Chundawat,2015-2021,39,224,16.0,110.89,17,6,2015,2021,7,Inexperienced - Potential Anchor
1117,Pratik Desai,2007-2021,11,224,20.36,119.14,25,5,2007,2021,15,Finisher
1118,Farman Ahmed,2009-2012,11,224,20.36,104.67,32,4,2009,2012,4,Inexperienced - Potential Anchor
1119,K Gore,2025-2025,13,224,37.33,132.54,20,7,2025,2025,1,Inexperienced - Potential Anchor
1120,M Kartik,2008-2014,77,224,16.0,117.89,21,4,2008,2014,7,Finisher
1121,DS Kulkarni,2007-2023,160,224,10.66,100.0,19,4,2007,2023,17,Anchor
1122,GM Choudhury,2021-2024,8,222,31.71,156.33,19,14,2021,2024,4,Inexperienced - Potential Anchor
1123,KJ Coetzer,2009-2021,13,222,20.18,124.02,20,9,2009,2021,13,Finisher
1124,CK Kapugedera,2008-2017,24,222,11.1,99.1,13,8,2008,2017,10,Inexperienced - Potential Power Hitter
1125,CP Savage,2024-2025,20,222,44.4,154.16,18,12,2024,2025,2,Inexperienced - Potential Power Hitter
1126,Arjun Azad,2023-2024,10,221,24.55,147.33,27,9,2023,2024,2,Inexperienced - Potential Anchor
1127,SS Agarwal,2017-2024,26,220,31.42,134.96,11,10,2017,2024,8,Finisher
1128,DW Steyn,2008-2021,156,220,7.85,108.37,18,6,2008,2021,14,Finisher
1129,C Esterhuizen,2024-2025,11,219,31.28,120.99,15,9,2024,2025,2,Inexperienced - Potential Anchor
1130,Pargat Singh,2016-2024,12,219,19.9,108.41,28,3,2016,2024,9,Inexperienced - Potential Anchor
1131,NN Sen Chowdhary,2014-2023,16,219,15.64,94.8,20,0,2014,2023,10,Inexperienced - Potential Anchor
1132,SSD Arachchige,2020-2024,24,218,15.57,103.8,18,7,2020,2024,5,Inexperienced - Potential Anchor
1133,MJ Dagar,2017-2024,66,218,10.9,106.34,21,5,2017,2024,8,Inexperienced - Potential Power Hitter
1134,Haris Rauf,2018-2025,139,218,8.38,103.8,16,12,2018,2025,8,Finisher
1135,DP Salvi,2009-2012,13,218,36.33,150.34,15,9,2009,2012,4,Inexperienced - Potential Anchor
1136,Nakul Sharma,2018-2023,19,217,18.08,121.91,16,9,2018,2023,6,Inexperienced - Potential Anchor
1137,SM Singha,2013-2021,17,217,14.46,84.76,28,2,2013,2021,9,Inexperienced - Potential Power Hitter
1138,Amitoze Singh,2010-2013,17,216,18.0,124.85,17,8,2010,2013,4,Inexperienced - Potential Anchor
1139,TM Beaton,2012-2016,14,216,30.85,146.93,15,8,2012,2016,5,Inexperienced - Potential Anchor
1140,KK Acharjee,2011-2021,22,215,13.43,92.67,16,4,2011,2021,11,Inexperienced - Potential Power Hitter
1141,Arslan Khan,2021-2024,6,215,43.0,190.26,23,14,2021,2024,4,Inexperienced - Potential Power Hitter
1142,Jaskaran Singh,2009-2021,32,214,17.83,146.57,13,15,2009,2021,13,Finisher
1143,Uvais Ahmad,2019-2019,7,214,35.66,168.5,19,13,2019,2019,1,Inexperienced - Potential Power Hitter
1144,CK Coventry,2010-2013,13,213,17.75,136.53,27,10,2010,2013,4,Inexperienced - Potential Anchor
1145,LU Igalagamage,2020-2024,17,213,15.21,109.23,22,4,2020,2024,5,Inexperienced - Potential Anchor
1146,P Mehra,2010-2012,14,213,21.3,117.03,12,8,2010,2012,3,Inexperienced - Potential Anchor
1147,SMA Priyanjan,2012-2023,19,213,16.38,112.1,22,2,2012,2023,12,Finisher
1148,SM Gugale,2015-2021,18,212,12.47,105.47,24,7,2015,2021,7,Inexperienced - Potential Anchor
1149,MA Leask,2016-2024,16,212,19.27,141.33,16,11,2016,2024,9,Finisher
1150,Aamer Jamal,2023-2025,28,210,14.0,125.0,19,10,2023,2025,3,Inexperienced - Potential Anchor
1151,F Behardien,2012-2016,20,210,19.09,117.31,10,8,2012,2016,5,Inexperienced - Potential Anchor
1152,Imran Tahir,2013-2025,230,210,7.77,97.67,21,5,2013,2025,13,Anchor
1153,M Louis,2024-2025,11,210,23.33,140.0,15,15,2024,2025,2,Inexperienced - Potential Anchor
1154,S Purkayastha,2009-2024,30,210,10.0,89.74,24,3,2009,2024,16,Inexperienced - Potential Power Hitter
1155,T Thyagarajan,2018-2024,31,210,16.15,140.0,16,9,2018,2024,7,Inexperienced - Potential Anchor
1156,Abbas Afridi,2021-2025,49,209,13.06,143.15,14,15,2021,2025,5,Inexperienced - Potential Anchor
1157,KOA Powell,2013-2020,12,209,19.0,104.5,22,4,2013,2020,8,Inexperienced - Potential Anchor
1158,LPC Silva,2007-2013,18,209,13.93,111.17,24,4,2007,2013,7,Inexperienced - Potential Anchor
1159,GH Bodi,2012-2012,6,208,34.66,117.51,16,10,2012,2012,1,Inexperienced - Potential Anchor
1160,JS Floros,2011-2018,25,208,13.86,104.0,17,6,2011,2018,8,Inexperienced - Potential Anchor
1161,Naveen-ul-Haq,2019-2025,127,208,10.94,93.69,21,5,2019,2025,7,Finisher
1162,AK Sahoo,2007-2016,22,208,20.8,121.63,16,8,2007,2016,10,Finisher
1163,RG Hazarika,2022-2022,7,207,29.57,115.0,29,2,2022,2022,1,Inexperienced - Potential Anchor
1164,Deepak Sharma,2009-2010,10,206,25.75,118.39,17,4,2009,2010,2,Inexperienced - Potential Anchor
1165,TA Boult,2014-2025,187,206,10.84,107.85,8,12,2014,2025,12,Anchor
1166,A Flintoff,2007-2015,15,206,18.72,124.09,18,6,2007,2015,9,Inexperienced - Potential Anchor
1167,AB Fudadin,2010-2017,14,206,29.42,104.04,12,8,2010,2017,8,Finisher
1168,M Jaiswal,2021-2024,15,206,22.88,142.06,12,12,2021,2024,4,Inexperienced - Potential Anchor
1169,V Nigam,2024-2025,21,206,18.72,171.66,22,11,2024,2025,2,Inexperienced - Potential Anchor
1170,N Surendran,2013-2016,14,206,14.71,107.85,29,0,2013,2016,4,Inexperienced - Potential Anchor
1171,JW Hastings,2010-2018,50,205,10.78,135.76,11,13,2010,2018,9,Inexperienced - Potential Anchor
1172,AA Jangoo,2020-2025,14,205,17.08,89.91,17,8,2020,2025,6,Inexperienced - Potential Anchor
1173,R Banik,2007-2017,18,203,11.94,90.22,19,3,2007,2017,11,Inexperienced - Potential Power Hitter
1174,NR Kumar,2016-2025,18,203,15.61,107.4,10,9,2016,2025,10,Inexperienced - Potential Anchor
1175,AD Mascarenhas,2007-2014,33,203,10.15,100.0,12,4,2007,2014,8,Inexperienced - Potential Power Hitter
1176,KS Shahabuddin,2007-2013,16,203,13.53,117.34,18,7,2007,2013,7,Inexperienced - Potential Anchor
